employee_id,job_level,job_function,region,age,is_promo,is_men,perf_rank,tenure
1034,T7,Engineering,US3,33.2,1,1,3,2.1
1038,I4,Sales,US1,30.2,0,1,4,2.6
1039,T8,Sales,US3,31.8,0,1,3,2.0
1040,I5,Engineering,US2,34.2,0,1,4,2.1
1042,I4,CXI,US3,33.1,0,0,3,2.1
1043,I4,Sales,US3,34.9,0,1,3,1.3
1046,I6,Sales,US1,33.5,0,0,3,2.5
1047,T8,Engineering,US2,32.5,0,1,5,3.6
1048,I7,Sales,US1,29.3,0,0,3,2.1
1049,T6,Engineering,US3,33.2,0,1,3,2.0
1050,T7,S&O,US1,29.3,0,0,3,2.6
1053,T7,Product,US3,33.9,0,1,5,2.6
1056,I6,Sales,US4,27.0,1,1,3,2.0
1057,I6,CXI,US1,30.5,0,0,4,4.6
1058,I6,Engineering,US2,32.5,0,0,4,1.7
1060,T7,G&A,US2,33.7,0,0,3,1.7
1061,T8,Product,US4,29.4,1,1,4,2.5
1064,I7,Engineering,US2,27.3,0,1,4,3.6
1065,I5,Engineering,US1,28.9,0,1,3,2.0
1066,T7,Sales,US2,34.2,0,0,4,3.6
1069,I5,Sales,US1,28.4,0,0,3,1.1
1074,T8,Engineering,US2,28.7,0,1,4,2.5
1075,I5,Engineering,US2,27.3,0,1,3,2.1
1077,I4,Sales,US4,32.6,0,1,3,2.6
1079,I4,G&A,US1,34.6,0,0,3,2.6
1081,I6,Product,US1,27.2,0,1,3,1.2
1084,I5,G&A,US4,31.8,0,1,4,2.6
1085,I5,Engineering,US1,32.7,0,0,3,2.1
1086,T8,Sales,US2,31.0,0,0,3,2.6
1087,I7,Engineering,US2,33.2,0,1,4,2.6
1088,T6,G&A,US3,30.1,0,0,3,2.1
1089,I6,Engineering,US1,31.8,0,1,4,4.5
1092,I7,G&A,US1,27.9,0,0,4,2.6
1093,T9,G&A,US1,28.8,0,0,3,2.0
1095,T8,Engineering,US2,30.5,0,1,4,2.6
1096,I6,Engineering,US1,27.3,1,1,4,2.6
1099,I4,S&O,US2,31.1,0,1,3,2.0
1102,I6,CXI,US1,29.5,0,0,3,2.6
1105,T8,G&A,US2,32.0,1,0,4,2.6
1106,I6,Engineering,US3,33.5,1,1,3,2.1
1109,T9,Sales,US3,30.1,0,1,3,2.0
1110,T7,Sales,US2,33.8,0,1,3,2.0
1111,I5,Engineering,US2,31.8,0,0,3,3.6
1112,T6,Engineering,US2,32.4,0,1,4,1.3
1113,T6,Engineering,US3,30.7,0,1,3,2.6
1115,I4,CXI,US1,34.0,0,0,4,2.1
1124,T6,Product,US4,27.6,0,1,5,4.6
1126,I6,S&O,US1,27.3,0,0,4,1.0
1129,T6,Product,US2,32.1,0,1,3,1.4
1132,I5,CXI,US1,30.1,0,0,4,1.7
1134,T7,Engineering,US1,32.9,0,1,4,2.6
1136,I4,CXI,US2,33.1,0,0,3,2.1
1139,I5,Engineering,US1,33.8,0,1,4,2.5
1140,I4,CXI,US1,32.3,0,0,4,2.6
1142,T7,CXI,US1,30.4,0,0,3,3.5
1146,T8,Engineering,US3,28.1,0,0,3,1.2
1147,I6,CXI,US1,28.2,0,1,4,1.4
1152,I4,Sales,US3,33.1,0,1,5,3.6
1153,I5,Sales,US1,31.7,0,1,3,2.1
1155,T7,Engineering,US2,29.7,0,1,4,1.8
1157,I4,CXI,US3,30.0,0,0,4,3.5
1158,T8,Engineering,US2,29.3,0,1,3,2.6
1161,T6,Engineering,US1,29.4,0,1,3,2.6
1162,I7,Engineering,US2,30.1,0,1,4,2.6
1164,I7,Product,US2,28.4,0,1,5,2.5
1165,I5,CXI,US1,32.0,0,1,3,1.3
1166,I7,G&A,US1,34.4,0,0,4,2.6
1167,T6,Engineering,US3,33.8,0,1,4,1.5
1170,I5,Engineering,US3,31.9,0,1,4,3.5
1172,I6,S&O,US3,32.9,1,0,3,2.1
1174,I4,CXI,US1,31.4,0,1,4,2.6
1175,T6,Engineering,US2,29.4,0,1,5,2.6
1176,T6,S&O,US4,35.0,1,0,3,2.0
1181,T8,S&O,US3,33.4,0,1,3,2.1
1182,I6,G&A,US3,33.1,1,0,4,2.6
1183,I7,Engineering,US3,31.9,0,1,4,1.8
1184,T6,S&O,US2,27.1,0,1,3,2.5
1187,I5,G&A,US2,32.8,0,0,5,1.2
1188,I6,Sales,US1,30.9,0,0,3,2.6
1191,I4,Sales,US2,30.0,0,1,3,2.0
1192,T8,CXI,US4,34.5,0,1,3,3.5
1194,T6,Engineering,US3,33.2,0,1,3,2.6
1197,I5,Sales,US2,32.9,0,0,4,3.6
1198,I5,Engineering,US1,33.3,0,1,3,2.0
1201,I4,S&O,US1,28.5,0,1,3,2.5
1205,T7,Product,US1,28.9,0,0,3,1.5
1206,I4,G&A,US1,27.5,0,0,3,2.0
1207,I4,G&A,US2,30.3,0,0,3,2.1
1208,I4,G&A,US2,35.0,1,0,3,2.1
1209,I5,S&O,US1,27.9,0,0,4,2.5
1211,I5,Engineering,US2,28.9,0,1,5,2.1
1213,I7,Sales,US2,33.6,1,1,3,2.6
1220,I5,Product,US1,27.4,0,0,3,4.6
1222,T6,CXI,US2,30.0,0,1,4,2.6
1224,I7,S&O,US2,30.1,0,0,3,1.5
1225,T7,Product,US2,34.0,0,1,3,1.4
1228,T8,Engineering,US2,31.7,0,0,4,2.6
1229,I5,Engineering,US1,33.8,0,0,3,1.3
1230,I4,Engineering,US1,34.2,0,0,4,3.6
1231,I4,S&O,US4,32.4,0,1,4,1.3
1233,I7,Product,US2,31.0,0,0,4,2.5
1234,I6,Sales,US3,28.5,0,1,3,2.5
1237,I4,Engineering,US4,29.9,0,1,3,2.5
1238,I4,Sales,US3,29.2,0,1,5,1.1
1239,I5,CXI,US1,33.5,0,0,3,1.8
1240,T6,Engineering,US2,33.8,0,1,5,2.5
1241,T6,Engineering,US2,34.0,1,0,3,2.6
1242,T7,G&A,US1,29.5,0,1,3,2.1
1243,I5,Engineering,US4,28.0,0,1,4,3.5
1245,I7,Sales,US1,30.8,0,1,3,2.1
1247,I6,Engineering,US1,33.1,0,1,3,2.0
1250,T8,Engineering,US3,30.9,1,1,4,2.1
1253,I5,Engineering,US3,27.2,0,1,4,2.5
1256,T8,CXI,US2,27.1,0,0,4,1.5
1258,I5,G&A,US2,30.6,0,0,3,2.0
1260,T7,Product,US1,31.8,0,1,4,2.6
1261,I4,Product,US1,27.1,0,1,3,2.1
1263,I4,S&O,US2,32.7,0,1,5,3.5
1264,I6,Engineering,US1,34.9,0,1,3,2.1
1265,T8,CXI,US1,28.6,0,1,4,3.6
1268,T6,CXI,US2,33.5,0,1,3,1.9
1270,I5,CXI,US1,27.2,0,0,3,2.5
1274,I6,CXI,US3,32.9,0,0,5,2.5
1276,I4,Product,US1,28.1,0,1,5,2.6
1280,I4,Sales,US1,32.9,0,1,4,2.6
1281,I6,Engineering,US1,33.7,0,1,3,2.0
1282,T6,Sales,US1,28.2,0,1,3,2.1
1283,T8,Engineering,US4,31.5,1,1,3,2.5
1286,T7,G&A,US2,29.6,0,0,3,1.9
1288,T9,CXI,US2,34.6,0,0,3,3.6
1289,I5,CXI,US2,30.0,0,0,4,2.6
1291,T7,Engineering,US2,32.8,0,1,4,1.3
1293,T8,Sales,US2,32.3,0,1,3,1.3
1294,I7,Engineering,US3,29.0,0,1,3,2.0
1295,T8,Sales,US1,27.2,0,0,4,1.1
1297,T6,Sales,US1,31.7,0,1,3,2.6
1298,I6,CXI,US2,32.4,0,0,3,4.5
1299,T9,Engineering,US1,28.9,0,1,5,1.6
1306,T8,Engineering,US1,31.7,0,1,3,2.0
1307,I7,Sales,US2,28.1,0,1,3,2.5
1309,T8,Sales,US4,34.3,0,0,3,2.5
1310,I7,Product,US3,34.7,1,1,4,2.6
1311,I5,Product,US1,29.1,0,0,4,2.5
1315,I7,Engineering,US2,30.6,0,1,4,2.6
1316,I5,Sales,US2,33.0,0,0,3,2.1
1318,T6,Sales,US4,30.2,0,0,4,1.8
1319,T7,G&A,US1,28.9,0,1,4,2.1
1320,I7,S&O,US2,34.5,0,1,3,2.0
1323,I4,S&O,US2,27.7,0,1,3,2.6
1329,T6,Engineering,US1,28.2,0,1,4,2.5
1331,I4,Product,US1,30.8,0,0,3,4.6
1333,T9,Engineering,US1,27.4,0,1,3,2.1
1335,T7,S&O,US2,30.7,0,0,3,2.0
1337,T7,Engineering,US1,32.2,0,1,4,2.5
1339,T6,S&O,US2,33.4,0,1,5,2.5
1340,T7,S&O,US1,29.9,0,1,4,1.9
1343,T7,Product,US2,30.1,0,1,5,1.3
1347,I4,Product,US2,31.8,0,1,3,2.1
1349,T7,Engineering,US1,34.6,0,1,5,2.5
1350,T7,S&O,US3,30.5,0,0,3,2.1
1351,I6,Sales,US3,33.4,0,1,3,1.0
1354,I6,Engineering,US3,35.0,1,1,5,3.5
1355,T6,Product,US4,27.8,0,1,4,2.5
1356,I5,Engineering,US2,27.3,0,0,4,1.8
1359,I6,Product,US3,33.7,0,1,4,2.5
1360,I4,S&O,US3,30.0,0,1,3,2.1
1365,I5,Engineering,US1,32.2,0,0,5,2.6
1369,I7,CXI,US1,31.8,0,0,4,1.5
1370,I4,Product,US1,29.7,1,1,3,4.6
1371,I5,S&O,US2,31.2,0,1,3,1.5
1372,I5,Sales,US3,29.7,0,1,4,4.5
1373,I4,Product,US4,28.6,0,0,4,3.5
1374,T6,Engineering,US3,32.6,0,1,5,1.1
1375,I4,S&O,US1,31.0,0,1,4,2.5
1376,I4,S&O,US4,34.7,1,0,3,2.0
1378,I4,S&O,US2,33.7,1,1,3,2.5
1380,I5,S&O,US2,28.1,0,0,5,2.5
1381,I4,Engineering,US3,27.3,0,1,4,2.6
1382,I4,Engineering,US2,27.8,0,1,3,1.3
1383,T8,G&A,US1,32.6,0,1,5,2.6
1384,T6,Product,US1,33.5,0,0,3,2.0
1385,I7,CXI,US1,33.0,0,0,4,2.5
1386,I6,Engineering,US3,30.5,0,1,4,1.4
1388,I6,Engineering,US2,32.0,1,1,5,2.5
1391,T7,Engineering,US1,32.3,0,1,3,2.1
1392,I6,Product,US1,32.0,1,1,3,4.6
1397,T7,CXI,US3,29.6,0,0,4,1.1
1398,T6,Engineering,US3,30.9,0,1,3,2.1
1400,I5,S&O,US4,27.6,0,0,5,2.6
1401,T6,Sales,US3,30.0,0,1,3,1.9
1402,I6,S&O,US1,34.4,0,1,4,1.0
1403,I5,G&A,US3,30.1,0,0,5,3.5
1404,I4,CXI,US1,27.9,0,0,3,2.1
1405,T6,Sales,US1,29.2,0,1,4,2.6
1406,T8,S&O,US2,32.1,0,0,3,2.5
1408,I7,Engineering,US1,34.9,0,1,3,2.6
1409,T6,Engineering,US2,28.3,0,1,4,3.5
1410,I5,CXI,US2,28.1,0,0,3,2.0
1411,T6,S&O,US1,29.5,1,1,5,2.5
1414,I4,Engineering,US2,33.3,0,1,3,1.4
1415,I4,Engineering,US4,30.8,0,1,3,1.2
1416,T7,Sales,US2,27.8,0,1,5,2.5
1417,I5,S&O,US3,28.4,0,0,3,1.8
1418,I4,CXI,US1,34.9,0,0,3,2.0
1420,T6,Engineering,US1,28.1,0,1,3,3.6
1421,I4,Engineering,US1,32.5,0,1,3,2.0
1423,I4,Engineering,US2,34.7,0,1,3,3.6
1424,I6,G&A,US1,33.6,0,0,4,1.8
1425,T8,Sales,US3,34.7,0,1,4,3.6
1427,I5,CXI,US4,31.1,0,0,5,3.5
1428,T6,Engineering,US1,29.6,0,1,5,2.6
1430,I7,Engineering,US3,30.9,0,1,4,2.5
1434,T6,Product,US1,31.3,0,1,3,1.8
1436,I4,S&O,US2,31.6,0,1,3,2.0
1439,I5,CXI,US1,29.8,0,0,4,2.6
1442,T6,S&O,US1,27.3,0,1,4,2.6
1443,T8,Sales,US1,32.8,0,1,3,1.7
1445,I5,Engineering,US1,28.5,0,1,3,1.9
1447,T6,Sales,US3,27.1,0,1,3,2.0
1448,I5,S&O,US3,34.8,0,1,4,1.0
1449,T7,Engineering,US1,29.7,1,1,5,2.6
1451,I5,Engineering,US1,29.8,0,0,4,1.8
1455,I4,Product,US1,29.1,0,0,3,2.5
1456,T6,S&O,US4,32.4,0,0,3,1.8
1458,I4,Engineering,US2,34.4,1,1,3,2.1
1462,T8,Engineering,US2,30.4,1,0,3,3.6
1463,I5,S&O,US1,32.6,0,0,4,1.3
1470,T6,Engineering,US1,32.5,0,1,4,3.5
1473,T6,G&A,US3,31.3,0,0,4,2.6
1475,I4,G&A,US1,34.0,0,0,3,2.0
1476,I5,G&A,US1,30.7,0,1,3,3.6
1477,I7,S&O,US1,27.8,0,0,3,3.6
1479,I6,Product,US1,32.0,0,1,3,1.0
1483,I6,Engineering,US2,27.9,0,1,3,2.0
1484,T7,Product,US1,32.3,0,1,4,2.5
1485,T7,S&O,US1,32.9,0,0,3,2.5
1488,T6,Sales,US1,28.2,0,0,3,2.1
1489,I4,S&O,US1,33.3,0,1,5,1.7
1490,I6,Engineering,US1,27.7,0,1,4,2.5
1491,T8,Engineering,US2,33.2,0,1,3,1.2
1492,I4,CXI,US1,28.1,0,0,3,2.6
1494,I7,Engineering,US2,29.1,0,1,5,3.6
1496,T7,S&O,US4,30.5,0,1,4,1.9
1498,I5,G&A,US2,29.5,0,0,3,1.2
1499,I7,Product,US3,29.8,0,1,3,2.0
1500,I7,Engineering,US4,29.7,0,1,3,2.1
1503,I5,Engineering,US1,28.7,0,0,3,1.2
1504,I6,Engineering,US2,30.1,0,1,3,2.0
1505,I7,Sales,US1,32.6,0,0,3,2.6
1507,I5,Engineering,US1,35.0,0,1,3,2.1
1508,I7,G&A,US1,31.2,0,1,3,2.1
1510,I4,CXI,US3,28.9,0,0,4,3.5
1511,I6,Sales,US2,31.7,0,1,3,1.7
1512,I4,Engineering,US2,34.1,0,1,3,2.5
1515,T7,CXI,US1,29.6,0,0,3,2.5
1517,I5,Engineering,US3,32.9,0,1,3,2.5
1521,I7,Sales,US3,27.0,0,1,3,2.5
1523,T9,Sales,US2,29.6,0,1,4,1.2
1527,T6,S&O,US2,27.5,0,1,3,2.6
1529,I4,S&O,US2,28.5,1,1,3,2.0
1533,I4,Engineering,US1,31.2,0,1,3,3.5
1534,I6,CXI,US3,30.8,0,0,4,1.4
1535,T6,CXI,US3,29.6,0,0,4,2.5
1536,I5,S&O,US1,30.3,0,0,3,2.5
1538,I7,Engineering,US3,31.0,0,1,4,3.5
1540,I6,Engineering,US3,28.5,0,1,3,1.9
1541,I4,Engineering,US2,27.9,0,1,3,2.1
1545,I4,S&O,US2,32.5,0,1,3,2.0
1546,I4,CXI,US2,27.7,0,0,4,3.6
1547,T6,S&O,US3,30.0,0,1,5,1.1
1548,I6,CXI,US1,29.2,0,1,3,1.1
1549,I5,Engineering,US3,33.5,0,1,3,2.6
1550,T6,S&O,US1,28.9,0,0,3,2.0
1552,I6,G&A,US1,33.1,0,0,5,2.0
1554,I7,S&O,US2,34.1,0,0,5,2.6
1555,I5,Sales,US1,31.8,0,1,4,2.6
1556,T6,Engineering,US2,34.0,0,1,4,4.6
1557,T6,S&O,US2,30.7,0,0,3,1.2
1558,I4,S&O,US1,34.8,0,0,3,4.6
1561,T8,CXI,US3,31.4,0,0,3,2.1
1563,I5,Product,US4,32.4,0,0,3,1.2
1566,I7,CXI,US1,30.5,0,0,3,1.7
1568,I4,Product,US3,33.5,0,0,3,3.6
1570,T6,CXI,US2,35.0,0,0,3,2.1
1571,T9,Engineering,US1,34.3,0,1,3,4.6
1573,T6,Engineering,US1,27.3,0,1,4,2.5
1574,I6,S&O,US3,33.7,0,0,4,2.6
1575,I4,Sales,US1,34.5,0,1,4,3.5
1576,I7,CXI,US2,27.8,0,0,4,2.5
1577,I5,CXI,US1,30.8,0,0,3,1.7
1580,I4,G&A,US1,33.6,0,0,4,2.1
1581,I6,S&O,US4,27.9,0,0,4,2.6
1582,I6,S&O,US1,31.3,0,0,4,2.1
1584,T7,CXI,US1,30.5,0,1,4,2.6
1586,I4,G&A,US1,28.3,0,0,3,1.5
1589,I5,Engineering,US2,34.6,0,1,3,1.0
1590,I4,Engineering,US2,31.3,0,0,4,3.5
1592,T8,Product,US1,28.2,0,1,3,3.6
1593,I6,Product,US3,28.5,0,0,4,2.5
1594,I6,Engineering,US2,31.4,0,1,5,4.6
1595,I5,G&A,US2,32.2,0,0,4,2.6
1597,I6,Sales,US1,33.0,0,1,3,2.0
1598,T6,Product,US2,31.1,0,1,3,1.4
1600,I4,Engineering,US1,27.1,0,1,3,1.6
1602,I5,S&O,US3,33.6,0,0,3,1.4
1605,I7,S&O,US3,28.0,0,0,3,2.0
1606,I6,CXI,US1,34.1,0,0,3,3.6
1607,T7,S&O,US1,28.9,0,1,3,3.6
1608,T8,Engineering,US1,32.7,0,1,3,2.5
1609,I5,CXI,US4,32.5,0,1,3,1.3
1611,I7,CXI,US3,29.3,0,0,4,1.3
1613,I4,Sales,US3,30.6,0,1,3,2.5
1614,I4,CXI,US1,27.0,0,0,3,3.5
1615,T8,Product,US4,30.7,0,1,3,1.3
1617,I5,Engineering,US1,34.4,0,0,4,2.5
1621,I7,Engineering,US2,28.0,0,1,3,2.0
1622,I4,S&O,US1,34.6,0,1,5,2.5
1625,T7,Product,US1,34.5,0,1,4,2.1
1626,T6,G&A,US1,32.4,1,0,3,2.1
1627,T9,S&O,US4,34.7,0,1,3,2.1
1628,T8,CXI,US2,33.8,0,0,3,2.1
1629,T7,Sales,US4,31.5,0,1,3,2.6
1630,T7,CXI,US3,31.8,0,1,3,2.0
1632,I5,S&O,US1,28.7,0,1,3,4.5
1637,T7,Engineering,US2,33.2,0,1,4,3.5
1646,I4,Engineering,US1,34.1,0,1,3,1.5
1648,I4,G&A,US3,28.5,0,1,3,4.6
1649,T8,CXI,US1,33.9,0,1,3,2.0
1650,I5,CXI,US3,27.5,1,0,3,4.6
1654,I6,CXI,US3,34.6,0,0,4,2.6
1657,I6,Engineering,US1,31.8,0,1,5,1.8
1658,I4,Engineering,US1,31.8,0,1,5,2.6
1659,I7,Engineering,US2,27.6,0,1,5,2.5
1661,I5,S&O,US2,32.1,0,0,3,2.6
1663,T7,Engineering,US1,28.4,0,1,4,1.1
1664,T7,Product,US1,34.6,0,1,3,1.1
1665,T8,Engineering,US1,32.9,0,1,4,4.5
1666,I5,Engineering,US3,27.9,0,1,3,1.6
1669,I6,S&O,US2,30.0,0,1,3,2.1
1670,I7,Engineering,US1,28.2,0,0,3,2.0
1671,I5,S&O,US2,29.1,0,0,3,2.1
1672,T9,Sales,US1,31.0,0,1,4,2.5
1674,T6,Engineering,US2,34.9,0,0,3,1.4
1679,I7,S&O,US3,29.9,0,1,3,2.1
1681,T9,Engineering,US2,27.6,0,1,3,2.6
1682,T7,Engineering,US4,34.2,0,0,3,2.6
1685,T6,Product,US3,31.9,0,0,3,3.5
1691,I7,Engineering,US2,28.0,0,0,5,2.6
1692,T7,Engineering,US1,32.0,1,1,3,3.5
1695,I4,Engineering,US3,31.4,0,0,3,2.0
1696,T6,S&O,US2,31.2,0,0,3,2.6
1698,I5,G&A,US1,31.5,0,0,3,2.0
1699,T9,Product,US2,29.4,0,1,3,2.0
1701,I5,Engineering,US2,28.5,0,0,4,4.5
1702,I5,CXI,US1,30.5,0,0,3,1.1
1705,T9,S&O,US3,34.4,0,0,4,2.0
1708,I5,G&A,US1,28.4,1,0,3,2.0
1709,I4,Engineering,US4,28.1,0,1,3,2.0
1711,T6,CXI,US2,29.8,0,0,3,4.5
1712,T6,Engineering,US3,33.4,0,1,3,2.0
1715,T8,Product,US2,30.0,0,1,4,2.5
1716,T6,Engineering,US1,28.7,0,1,3,2.5
1717,I6,CXI,US2,34.0,0,1,3,2.0
1718,I7,S&O,US1,32.4,0,1,3,3.5
1722,T7,CXI,US1,28.3,0,0,5,3.5
1725,I6,Engineering,US3,29.0,0,1,3,1.9
1727,I4,CXI,US1,34.6,0,0,3,1.6
1728,I6,Sales,US3,28.7,0,0,3,3.6
1729,I7,CXI,US1,28.9,0,0,3,2.1
1730,I4,Engineering,US1,34.7,0,1,3,2.0
1731,T8,Engineering,US2,31.6,0,1,4,2.5
1733,I6,Engineering,US1,33.8,0,0,3,2.1
1735,T6,Engineering,US2,27.5,0,1,3,2.0
1741,T6,Engineering,US2,33.3,0,0,3,1.7
1743,I4,G&A,US2,29.5,0,0,5,2.6
1744,I7,Product,US1,34.9,0,1,3,2.6
1745,I4,Sales,US2,28.8,0,1,3,2.0
1746,I5,Engineering,US1,32.9,0,1,4,2.6
1747,I6,Engineering,US1,32.4,0,1,3,2.6
1749,I4,Sales,US1,34.8,0,0,3,4.6
1750,I5,Engineering,US3,29.4,0,1,4,2.5
1751,I5,Product,US2,28.3,0,0,3,4.5
1753,T7,Product,US2,33.7,0,1,3,2.5
1757,I5,Engineering,US4,27.7,0,1,4,3.6
1763,T7,Engineering,US2,31.5,0,1,3,1.3
1764,I6,S&O,US3,28.3,0,0,4,2.6
1766,T6,Engineering,US3,29.5,0,1,4,2.6
1767,I4,CXI,US2,32.3,0,0,5,2.5
1768,T8,Engineering,US3,33.8,0,1,4,2.6
1771,I4,CXI,US3,33.9,0,0,3,2.5
1773,I7,G&A,US4,29.1,0,0,4,1.4
1776,I7,Engineering,US1,28.4,0,1,3,2.6
1779,T6,S&O,US1,28.3,0,0,3,4.6
1780,I7,CXI,US1,29.5,0,0,4,2.6
1783,I7,S&O,US1,27.0,0,0,3,4.6
1784,T6,Sales,US3,29.0,0,0,3,1.9
1785,T9,Engineering,US1,33.4,0,1,4,4.6
1789,I5,G&A,US4,28.2,0,0,3,2.0
1790,I4,Engineering,US1,30.1,0,1,3,4.5
1791,T8,S&O,US1,31.6,0,1,4,1.6
1793,I4,S&O,US2,29.7,0,0,3,3.5
1799,T8,Engineering,US2,33.1,0,1,4,1.7
1800,I6,CXI,US1,34.8,0,1,3,2.0
1801,T6,CXI,US4,30.7,0,0,3,3.5
1803,T7,Engineering,US2,27.9,0,1,4,3.6
1804,I4,Product,US1,28.7,0,1,3,2.1
1805,I6,S&O,US3,33.9,1,1,4,3.6
1806,T8,Sales,US1,31.7,0,1,4,1.8
1808,I5,S&O,US3,31.8,0,1,3,2.5
1810,I7,Sales,US1,33.7,0,0,5,2.6
1811,I4,Product,US2,34.9,1,1,3,2.0
1815,I7,G&A,US1,27.6,0,1,3,2.1
1816,I7,Engineering,US1,28.3,0,1,3,2.6
1818,I4,Sales,US1,27.0,0,0,3,2.5
1819,I4,Product,US3,28.1,0,0,5,1.4
1826,I7,Engineering,US2,35.0,0,1,3,2.1
1827,I4,Engineering,US3,32.1,0,0,3,2.0
1832,I4,Engineering,US2,29.3,0,1,4,2.5
1836,I4,Sales,US1,29.1,0,1,4,2.5
1837,I5,CXI,US2,31.6,0,1,3,2.0
1838,I4,Sales,US1,29.7,0,1,3,2.6
1839,I6,Engineering,US2,30.4,0,0,5,1.3
1840,T7,Product,US1,28.3,0,0,3,2.1
1842,T7,S&O,US1,27.1,0,0,3,1.4
1843,T7,G&A,US3,34.0,0,0,5,2.6
1845,T7,G&A,US1,27.2,0,0,3,1.9
1848,I4,Engineering,US4,32.8,0,1,3,2.0
1853,I5,Sales,US2,34.2,0,1,3,2.0
1854,T6,Product,US4,32.8,0,1,3,1.6
1856,I7,G&A,US2,33.2,0,0,5,3.5
1858,T6,Engineering,US2,34.9,0,1,4,2.5
1862,I5,Sales,US1,29.6,0,1,3,2.1
1863,I5,G&A,US2,28.1,0,0,4,4.5
1864,I5,Engineering,US1,33.2,0,1,4,2.6
1865,I4,S&O,US1,34.6,0,1,3,2.0
1867,I5,Product,US2,32.5,0,0,3,2.1
1872,T6,Engineering,US4,29.9,0,0,4,3.6
1874,T6,Engineering,US3,28.0,1,1,3,2.6
1875,I7,Sales,US3,29.9,0,0,3,2.6
1878,I4,Sales,US1,31.3,0,0,4,2.6
1880,I5,Sales,US3,28.6,1,0,3,2.6
1886,I6,Sales,US4,32.7,0,1,4,3.6
1888,I4,Product,US3,33.4,0,0,4,3.6
1889,I4,Engineering,US3,27.8,0,0,3,4.5
1890,I6,Sales,US3,31.8,0,1,3,3.5
1893,I4,CXI,US2,34.5,0,1,5,2.6
1894,I4,Engineering,US3,32.1,0,1,5,2.6
1895,T6,Sales,US3,28.0,0,0,4,1.3
1897,T7,Product,US4,29.8,0,1,4,1.6
1899,T8,Engineering,US2,31.3,0,0,5,3.5
1900,T8,Product,US1,30.3,0,1,3,1.2
1901,I4,G&A,US3,34.9,0,0,3,2.1
1903,I7,Sales,US2,34.7,0,0,4,2.6
1904,I7,Sales,US2,32.3,0,1,3,1.4
1906,I4,Engineering,US1,31.4,0,1,4,2.6
1907,I5,S&O,US1,28.3,1,0,3,2.0
1909,T8,Engineering,US2,33.4,0,1,5,1.8
1911,I7,Engineering,US3,34.7,0,1,3,1.2
1912,I7,CXI,US1,33.4,0,0,3,2.5
1914,I5,CXI,US2,33.2,0,0,3,1.5
1915,I4,Engineering,US2,28.2,0,1,3,2.0
1917,T8,Engineering,US1,33.2,0,1,3,2.6
1918,I6,G&A,US4,28.4,0,0,3,2.0
1919,I5,Sales,US2,29.1,1,0,3,2.6
1920,I7,Engineering,US1,30.6,0,1,4,2.5
1922,I4,S&O,US2,33.7,0,1,4,1.2
1930,I6,G&A,US3,27.2,0,0,4,2.6
1934,T8,Engineering,US1,33.3,0,1,3,2.0
1935,I4,S&O,US3,32.2,0,0,4,1.2
1937,I4,Engineering,US2,27.3,0,1,3,4.5
1939,I5,Sales,US2,27.2,0,1,3,1.1
1943,T6,S&O,US3,30.3,1,1,4,2.6
1944,I6,Sales,US4,32.1,0,1,4,1.8
1945,T8,Engineering,US1,30.6,0,1,4,2.5
1946,T6,Engineering,US2,35.0,0,1,3,1.9
1947,I4,Engineering,US1,29.9,0,1,4,1.3
1949,I7,Sales,US1,28.1,0,0,3,2.0
1950,T6,G&A,US4,30.0,0,0,4,3.5
1952,I6,CXI,US4,33.2,0,1,5,1.2
1953,T6,G&A,US3,28.6,0,0,3,2.5
1954,I5,Engineering,US1,30.2,0,1,3,2.1
1960,I4,CXI,US1,27.6,1,0,3,2.6
1964,I5,S&O,US3,30.0,0,0,3,2.5
1969,I6,S&O,US2,30.7,0,1,3,1.9
1970,I5,Engineering,US1,28.9,0,0,4,4.5
1974,I5,S&O,US1,28.3,0,0,3,2.1
1975,T6,Product,US1,27.7,0,1,4,1.9
1976,T8,S&O,US1,34.0,0,1,4,1.1
1978,I4,Engineering,US4,33.7,0,1,4,1.7
1981,I5,CXI,US1,32.5,0,1,3,1.0
1982,T7,Product,US3,30.7,0,1,3,1.2
1983,I5,G&A,US3,31.8,0,0,3,1.7
1984,I5,CXI,US2,33.8,0,0,3,1.8
1986,T7,Sales,US2,30.5,0,1,4,3.5
1988,I4,CXI,US4,29.2,1,0,4,3.6
1989,I6,G&A,US2,34.3,0,0,5,2.5
1990,T7,S&O,US2,27.9,0,1,4,1.9
1991,T8,CXI,US2,32.4,0,0,4,1.6
1994,I4,Engineering,US2,29.1,0,1,3,2.0
1996,I5,Engineering,US1,27.4,1,1,4,2.5
1997,T7,CXI,US3,33.2,0,1,3,1.6
1999,T9,Sales,US1,28.6,0,0,4,2.6
2000,I5,S&O,US2,28.7,0,0,5,3.5
2002,T7,Sales,US2,31.1,0,0,3,2.6
2006,I6,G&A,US2,34.4,0,0,3,2.6
2007,I6,Sales,US3,33.4,0,1,3,1.7
2009,T6,S&O,US2,32.7,0,1,3,2.0
2012,I6,G&A,US1,29.6,0,1,3,2.5
2014,T7,CXI,US3,32.3,0,0,4,2.5
2016,T9,S&O,US2,29.5,0,1,3,2.1
2017,T7,Product,US2,33.6,0,0,3,2.5
2018,T7,Sales,US1,34.0,0,1,4,2.5
