employee_id,job_level,job_function,region,age,is_promo,job_role,job_rank,is_men,perf_rank,tenure
1007,T9,Engineering,US1,27.9,0,T,9,1,3,4.0
1009,I7,Sales,US3,33.7,0,I,7,0,3,1.6
1010,I5,Engineering,US3,32.6,0,I,5,1,3,1.5
1013,I6,S&O,US1,31.2,0,I,6,1,3,2.0
1015,I4,CXI,US1,28.2,0,I,4,0,3,1.6
1020,I6,CXI,US1,33.1,0,I,6,0,3,1.4
1021,T6,Engineering,US1,29.9,0,T,6,1,4,1.6
1024,I4,Sales,US3,29.9,0,I,4,1,3,4.0
1027,T6,G&A,US3,33.7,0,T,6,0,3,2.1
1034,T7,Engineering,US3,33.2,1,T,7,1,3,1.6
1038,I4,Sales,US1,30.2,0,I,4,1,4,2.1
1039,T8,Sales,US3,31.8,0,T,8,1,3,1.5
1040,I5,Engineering,US2,34.2,0,I,5,1,4,1.6
1042,I4,CXI,US3,33.1,0,I,4,0,3,1.6
1046,I6,Sales,US1,33.5,0,I,6,0,3,2.0
1047,T8,Engineering,US2,32.5,0,T,8,1,5,3.1
1048,I7,Sales,US1,29.3,0,I,7,0,3,1.6
1049,T6,Engineering,US3,33.2,0,T,6,1,3,1.5
1050,T7,S&O,US1,29.3,0,T,7,0,3,2.1
1053,T7,Product,US3,33.9,0,T,7,1,5,2.1
1056,I6,Sales,US4,27.0,1,I,6,1,3,1.5
1057,I6,CXI,US1,30.5,0,I,6,0,4,4.1
1058,I6,Engineering,US2,32.5,0,I,6,0,4,1.1
1060,T7,G&A,US2,33.7,0,T,7,0,3,1.2
1061,T8,Product,US4,29.4,1,T,8,1,4,2.0
1064,I7,Engineering,US2,27.3,0,I,7,1,4,3.1
1065,I5,Engineering,US1,28.9,0,I,5,1,3,1.5
1066,T7,Sales,US2,34.2,0,T,7,0,4,3.1
1074,T8,Engineering,US2,28.7,0,T,8,1,4,2.0
1075,I5,Engineering,US2,27.3,0,I,5,1,3,1.6
1077,I4,Sales,US4,32.6,0,I,4,1,3,2.1
1079,I4,G&A,US1,34.6,0,I,4,0,3,2.1
1084,I5,G&A,US4,31.8,0,I,5,1,4,2.1
1085,I5,Engineering,US1,32.7,0,I,5,0,3,1.6
1086,T8,Sales,US2,31.0,0,T,8,0,3,2.1
1087,I7,Engineering,US2,33.2,0,I,7,1,4,2.1
1088,T6,G&A,US3,30.1,0,T,6,0,3,1.5
1089,I6,Engineering,US1,31.8,0,I,6,1,4,4.0
1092,I7,G&A,US1,27.9,0,I,7,0,4,2.1
1093,T9,G&A,US1,28.8,0,T,9,0,3,1.5
1095,T8,Engineering,US2,30.5,0,T,8,1,4,2.1
1096,I6,Engineering,US1,27.3,1,I,6,1,4,2.1
1099,I4,S&O,US2,31.1,0,I,4,1,3,1.5
1102,I6,CXI,US1,29.5,0,I,6,0,3,2.1
1105,T8,G&A,US2,32.0,1,T,8,0,4,2.1
1106,I6,Engineering,US3,33.5,1,I,6,1,3,1.6
1109,T9,Sales,US3,30.1,0,T,9,1,3,1.5
1110,T7,Sales,US2,33.8,0,T,7,1,3,1.5
1111,I5,Engineering,US2,31.8,0,I,5,0,3,3.1
1113,T6,Engineering,US3,30.7,0,T,6,1,3,2.1
1115,I4,CXI,US1,34.0,0,I,4,0,4,1.5
1124,T6,Product,US4,27.6,0,T,6,1,5,4.1
1132,I5,CXI,US1,30.1,0,I,5,0,4,1.1
1134,T7,Engineering,US1,32.9,0,T,7,1,4,2.1
1136,I4,CXI,US2,33.1,0,I,4,0,3,1.6
1139,I5,Engineering,US1,33.8,0,I,5,1,4,2.0
1140,I4,CXI,US1,32.3,0,I,4,0,4,2.1
1142,T7,CXI,US1,30.4,0,T,7,0,3,3.0
1152,I4,Sales,US3,33.1,0,I,4,1,5,3.1
1153,I5,Sales,US1,31.7,0,I,5,1,3,1.6
1155,T7,Engineering,US2,29.7,0,T,7,1,4,1.3
1157,I4,CXI,US3,30.0,0,I,4,0,4,3.0
1158,T8,Engineering,US2,29.3,0,T,8,1,3,2.1
1161,T6,Engineering,US1,29.4,0,T,6,1,3,2.1
1162,I7,Engineering,US2,30.1,0,I,7,1,4,2.1
1164,I7,Product,US2,28.4,0,I,7,1,5,2.0
1166,I7,G&A,US1,34.4,0,I,7,0,4,2.1
1167,T6,Engineering,US3,33.8,0,T,6,1,4,1.0
1170,I5,Engineering,US3,31.9,0,I,5,1,4,3.0
1172,I6,S&O,US3,32.9,1,I,6,0,3,1.6
1174,I4,CXI,US1,31.4,0,I,4,1,4,2.1
1175,T6,Engineering,US2,29.4,0,T,6,1,5,2.1
1176,T6,S&O,US4,35.0,1,T,6,0,3,1.5
1181,T8,S&O,US3,33.4,0,T,8,1,3,1.6
1182,I6,G&A,US3,33.1,1,I,6,0,4,2.1
1183,I7,Engineering,US3,31.9,0,I,7,1,4,1.3
1184,T6,S&O,US2,27.1,0,T,6,1,3,2.0
1188,I6,Sales,US1,30.9,0,I,6,0,3,2.1
1191,I4,Sales,US2,30.0,0,I,4,1,3,1.5
1192,T8,CXI,US4,34.5,0,T,8,1,3,3.0
1194,T6,Engineering,US3,33.2,0,T,6,1,3,2.1
1197,I5,Sales,US2,32.9,0,I,5,0,4,3.1
1198,I5,Engineering,US1,33.3,0,I,5,1,3,1.5
1201,I4,S&O,US1,28.5,0,I,4,1,3,2.0
1205,T7,Product,US1,28.9,0,T,7,0,3,1.0
1206,I4,G&A,US1,27.5,0,I,4,0,3,1.5
1207,I4,G&A,US2,30.3,0,I,4,0,3,1.6
1208,I4,G&A,US2,35.0,1,I,4,0,3,1.6
1209,I5,S&O,US1,27.9,0,I,5,0,4,2.0
1211,I5,Engineering,US2,28.9,0,I,5,1,5,1.6
1213,I7,Sales,US2,33.6,1,I,7,1,3,2.1
1220,I5,Product,US1,27.4,0,I,5,0,3,4.1
1222,T6,CXI,US2,30.0,0,T,6,1,4,2.1
1224,I7,S&O,US2,30.1,0,I,7,0,3,1.0
1228,T8,Engineering,US2,31.7,0,T,8,0,4,2.1
1230,I4,Engineering,US1,34.2,0,I,4,0,4,3.1
1233,I7,Product,US2,31.0,0,I,7,0,4,2.0
1234,I6,Sales,US3,28.5,0,I,6,1,3,2.0
1237,I4,Engineering,US4,29.9,0,I,4,1,3,2.0
1239,I5,CXI,US1,33.5,0,I,5,0,3,1.3
1240,T6,Engineering,US2,33.8,0,T,6,1,5,2.0
1241,T6,Engineering,US2,34.0,1,T,6,0,3,2.1
1242,T7,G&A,US1,29.5,0,T,7,1,3,1.6
1243,I5,Engineering,US4,28.0,0,I,5,1,4,3.0
1245,I7,Sales,US1,30.8,0,I,7,1,3,1.6
1247,I6,Engineering,US1,33.1,0,I,6,1,3,1.5
1250,T8,Engineering,US3,30.9,1,T,8,1,4,1.6
1253,I5,Engineering,US3,27.2,0,I,5,1,4,2.0
1256,T8,CXI,US2,27.1,0,T,8,0,4,1.0
1258,I5,G&A,US2,30.6,0,I,5,0,3,1.5
1260,T7,Product,US1,31.8,0,T,7,1,4,2.1
1261,I4,Product,US1,27.1,0,I,4,1,3,1.6
1263,I4,S&O,US2,32.7,0,I,4,1,5,3.0
1264,I6,Engineering,US1,34.9,0,I,6,1,3,1.5
1265,T8,CXI,US1,28.6,0,T,8,1,4,3.1
1268,T6,CXI,US2,33.5,0,T,6,1,3,1.4
1270,I5,CXI,US1,27.2,0,I,5,0,3,2.0
1274,I6,CXI,US3,32.9,0,I,6,0,5,2.0
1276,I4,Product,US1,28.1,0,I,4,1,5,2.1
1280,I4,Sales,US1,32.9,0,I,4,1,4,2.1
1281,I6,Engineering,US1,33.7,0,I,6,1,3,1.5
1282,T6,Sales,US1,28.2,0,T,6,1,3,1.6
1283,T8,Engineering,US4,31.5,1,T,8,1,3,2.0
1286,T7,G&A,US2,29.6,0,T,7,0,3,1.4
1288,T9,CXI,US2,34.6,0,T,9,0,3,3.1
1289,I5,CXI,US2,30.0,0,I,5,0,4,2.1
1294,I7,Engineering,US3,29.0,0,I,7,1,3,1.5
1297,T6,Sales,US1,31.7,0,T,6,1,3,2.1
1298,I6,CXI,US2,32.4,0,I,6,0,3,4.0
1299,T9,Engineering,US1,28.9,0,T,9,1,5,1.1
1306,T8,Engineering,US1,31.7,0,T,8,1,3,1.5
1307,I7,Sales,US2,28.1,0,I,7,1,3,2.0
1309,T8,Sales,US4,34.3,0,T,8,0,3,2.0
1310,I7,Product,US3,34.7,1,I,7,1,4,2.1
1311,I5,Product,US1,29.1,0,I,5,0,4,2.0
1315,I7,Engineering,US2,30.6,0,I,7,1,4,2.1
1316,I5,Sales,US2,33.0,0,I,5,0,3,1.6
1318,T6,Sales,US4,30.2,0,T,6,0,4,1.3
1319,T7,G&A,US1,28.9,0,T,7,1,4,1.6
1320,I7,S&O,US2,34.5,0,I,7,1,3,1.5
1323,I4,S&O,US2,27.7,0,I,4,1,3,2.1
1329,T6,Engineering,US1,28.2,0,T,6,1,4,2.0
1331,I4,Product,US1,30.8,0,I,4,0,3,4.1
1333,T9,Engineering,US1,27.4,0,T,9,1,3,1.6
1335,T7,S&O,US2,30.7,0,T,7,0,3,1.5
1337,T7,Engineering,US1,32.2,0,T,7,1,4,2.0
1339,T6,S&O,US2,33.4,0,T,6,1,5,2.0
1340,T7,S&O,US1,29.9,0,T,7,1,4,1.4
1347,I4,Product,US2,31.8,0,I,4,1,3,1.6
1349,T7,Engineering,US1,34.6,0,T,7,1,5,2.0
1350,T7,S&O,US3,30.5,0,T,7,0,3,1.6
1354,I6,Engineering,US3,35.0,1,I,6,1,5,3.0
1355,T6,Product,US4,27.8,0,T,6,1,4,2.0
1356,I5,Engineering,US2,27.3,0,I,5,0,4,1.3
1359,I6,Product,US3,33.7,0,I,6,1,4,2.0
1360,I4,S&O,US3,30.0,0,I,4,1,3,1.5
1365,I5,Engineering,US1,32.2,0,I,5,0,5,2.1
1369,I7,CXI,US1,31.8,0,I,7,0,4,1.0
1370,I4,Product,US1,29.7,1,I,4,1,3,4.1
1371,I5,S&O,US2,31.2,0,I,5,1,3,1.0
1372,I5,Sales,US3,29.7,0,I,5,1,4,4.0
1373,I4,Product,US4,28.6,0,I,4,0,4,3.0
1375,I4,S&O,US1,31.0,0,I,4,1,4,2.0
1376,I4,S&O,US4,34.7,1,I,4,0,3,1.5
1378,I4,S&O,US2,33.7,1,I,4,1,3,2.0
1380,I5,S&O,US2,28.1,0,I,5,0,5,2.0
1381,I4,Engineering,US3,27.3,0,I,4,1,4,2.1
1383,T8,G&A,US1,32.6,0,T,8,1,5,2.1
1384,T6,Product,US1,33.5,0,T,6,0,3,1.5
1385,I7,CXI,US1,33.0,0,I,7,0,4,2.0
1388,I6,Engineering,US2,32.0,1,I,6,1,5,2.0
1391,T7,Engineering,US1,32.3,0,T,7,1,3,1.6
1392,I6,Product,US1,32.0,1,I,6,1,3,4.1
1398,T6,Engineering,US3,30.9,0,T,6,1,3,1.6
1400,I5,S&O,US4,27.6,0,I,5,0,5,2.1
1401,T6,Sales,US3,30.0,0,T,6,1,3,1.4
1403,I5,G&A,US3,30.1,0,I,5,0,5,3.0
1404,I4,CXI,US1,27.9,0,I,4,0,3,1.6
1405,T6,Sales,US1,29.2,0,T,6,1,4,2.1
1406,T8,S&O,US2,32.1,0,T,8,0,3,2.0
1408,I7,Engineering,US1,34.9,0,I,7,1,3,2.1
1409,T6,Engineering,US2,28.3,0,T,6,1,4,3.0
1410,I5,CXI,US2,28.1,0,I,5,0,3,1.5
1411,T6,S&O,US1,29.5,1,T,6,1,5,2.0
1416,T7,Sales,US2,27.8,0,T,7,1,5,2.0
1417,I5,S&O,US3,28.4,0,I,5,0,3,1.3
1418,I4,CXI,US1,34.9,0,I,4,0,3,1.5
1420,T6,Engineering,US1,28.1,0,T,6,1,3,3.1
1421,I4,Engineering,US1,32.5,0,I,4,1,3,1.5
1423,I4,Engineering,US2,34.7,0,I,4,1,3,3.0
1424,I6,G&A,US1,33.6,0,I,6,0,4,1.3
1425,T8,Sales,US3,34.7,0,T,8,1,4,3.1
1427,I5,CXI,US4,31.1,0,I,5,0,5,3.0
1428,T6,Engineering,US1,29.6,0,T,6,1,5,2.1
1430,I7,Engineering,US3,30.9,0,I,7,1,4,2.0
1434,T6,Product,US1,31.3,0,T,6,1,3,1.3
1436,I4,S&O,US2,31.6,0,I,4,1,3,1.5
1439,I5,CXI,US1,29.8,0,I,5,0,4,2.1
1442,T6,S&O,US1,27.3,0,T,6,1,4,2.1
1443,T8,Sales,US1,32.8,0,T,8,1,3,1.2
1445,I5,Engineering,US1,28.5,0,I,5,1,3,1.4
1447,T6,Sales,US3,27.1,0,T,6,1,3,1.5
1449,T7,Engineering,US1,29.7,1,T,7,1,5,2.1
1451,I5,Engineering,US1,29.8,0,I,5,0,4,1.3
1455,I4,Product,US1,29.1,0,I,4,0,3,2.0
1456,T6,S&O,US4,32.4,0,T,6,0,3,1.3
1458,I4,Engineering,US2,34.4,1,I,4,1,3,1.6
1462,T8,Engineering,US2,30.4,1,T,8,0,3,3.1
1470,T6,Engineering,US1,32.5,0,T,6,1,4,3.0
1473,T6,G&A,US3,31.3,0,T,6,0,4,2.1
1475,I4,G&A,US1,34.0,0,I,4,0,3,1.5
1476,I5,G&A,US1,30.7,0,I,5,1,3,3.1
1477,I7,S&O,US1,27.8,0,I,7,0,3,3.0
1483,I6,Engineering,US2,27.9,0,I,6,1,3,1.5
1484,T7,Product,US1,32.3,0,T,7,1,4,2.0
1485,T7,S&O,US1,32.9,0,T,7,0,3,2.0
1488,T6,Sales,US1,28.2,0,T,6,0,3,1.6
1489,I4,S&O,US1,33.3,0,I,4,1,5,1.2
1490,I6,Engineering,US1,27.7,0,I,6,1,4,2.0
1492,I4,CXI,US1,28.1,0,I,4,0,3,2.1
1494,I7,Engineering,US2,29.1,0,I,7,1,5,3.1
1496,T7,S&O,US4,30.5,0,T,7,1,4,1.4
1499,I7,Product,US3,29.8,0,I,7,1,3,1.5
1500,I7,Engineering,US4,29.7,0,I,7,1,3,1.6
1504,I6,Engineering,US2,30.1,0,I,6,1,3,1.5
1505,I7,Sales,US1,32.6,0,I,7,0,3,2.1
1507,I5,Engineering,US1,35.0,0,I,5,1,3,1.6
1508,I7,G&A,US1,31.2,0,I,7,1,3,1.6
1510,I4,CXI,US3,28.9,0,I,4,0,4,3.0
1511,I6,Sales,US2,31.7,0,I,6,1,3,1.2
1512,I4,Engineering,US2,34.1,0,I,4,1,3,2.0
1515,T7,CXI,US1,29.6,0,T,7,0,3,2.0
1517,I5,Engineering,US3,32.9,0,I,5,1,3,2.0
1521,I7,Sales,US3,27.0,0,I,7,1,3,2.0
1527,T6,S&O,US2,27.5,0,T,6,1,3,2.1
1529,I4,S&O,US2,28.5,1,I,4,1,3,1.5
1533,I4,Engineering,US1,31.2,0,I,4,1,3,3.0
1535,T6,CXI,US3,29.6,0,T,6,0,4,2.0
1536,I5,S&O,US1,30.3,0,I,5,0,3,2.0
1538,I7,Engineering,US3,31.0,0,I,7,1,4,3.0
1540,I6,Engineering,US3,28.5,0,I,6,1,3,1.4
1541,I4,Engineering,US2,27.9,0,I,4,1,3,1.6
1545,I4,S&O,US2,32.5,0,I,4,1,3,1.5
1546,I4,CXI,US2,27.7,0,I,4,0,4,3.1
1549,I5,Engineering,US3,33.5,0,I,5,1,3,2.1
1550,T6,S&O,US1,28.9,0,T,6,0,3,1.5
1552,I6,G&A,US1,33.1,0,I,6,0,5,1.5
1554,I7,S&O,US2,34.1,0,I,7,0,5,2.1
1555,I5,Sales,US1,31.8,0,I,5,1,4,2.1
1556,T6,Engineering,US2,34.0,0,T,6,1,4,4.1
1558,I4,S&O,US1,34.8,0,I,4,0,3,4.1
1561,T8,CXI,US3,31.4,0,T,8,0,3,1.6
1566,I7,CXI,US1,30.5,0,I,7,0,3,1.2
1568,I4,Product,US3,33.5,0,I,4,0,3,3.1
1570,T6,CXI,US2,35.0,0,T,6,0,3,1.6
1571,T9,Engineering,US1,34.3,0,T,9,1,3,4.1
1573,T6,Engineering,US1,27.3,0,T,6,1,4,2.0
1574,I6,S&O,US3,33.7,0,I,6,0,4,2.1
1575,I4,Sales,US1,34.5,0,I,4,1,4,3.0
1576,I7,CXI,US2,27.8,0,I,7,0,4,2.0
1577,I5,CXI,US1,30.8,0,I,5,0,3,1.2
1580,I4,G&A,US1,33.6,0,I,4,0,4,1.6
1581,I6,S&O,US4,27.9,0,I,6,0,4,2.1
1582,I6,S&O,US1,31.3,0,I,6,0,4,1.6
1584,T7,CXI,US1,30.5,0,T,7,1,4,2.1
1586,I4,G&A,US1,28.3,0,I,4,0,3,1.0
1590,I4,Engineering,US2,31.3,0,I,4,0,4,3.0
1592,T8,Product,US1,28.2,0,T,8,1,3,3.1
1593,I6,Product,US3,28.5,0,I,6,0,4,2.0
1594,I6,Engineering,US2,31.4,0,I,6,1,5,4.0
1595,I5,G&A,US2,32.2,0,I,5,0,4,2.1
1597,I6,Sales,US1,33.0,0,I,6,1,3,1.5
1600,I4,Engineering,US1,27.1,0,I,4,1,3,1.1
1605,I7,S&O,US3,28.0,0,I,7,0,3,1.5
1606,I6,CXI,US1,34.1,0,I,6,0,3,3.1
1607,T7,S&O,US1,28.9,0,T,7,1,3,3.1
1608,T8,Engineering,US1,32.7,0,T,8,1,3,2.0
1613,I4,Sales,US3,30.6,0,I,4,1,3,2.0
1614,I4,CXI,US1,27.0,0,I,4,0,3,3.0
1617,I5,Engineering,US1,34.4,0,I,5,0,4,2.0
1621,I7,Engineering,US2,28.0,0,I,7,1,3,1.5
1622,I4,S&O,US1,34.6,0,I,4,1,5,2.0
1625,T7,Product,US1,34.5,0,T,7,1,4,1.5
1626,T6,G&A,US1,32.4,1,T,6,0,3,1.6
1627,T9,S&O,US4,34.7,0,T,9,1,3,1.6
1628,T8,CXI,US2,33.8,0,T,8,0,3,1.6
1629,T7,Sales,US4,31.5,0,T,7,1,3,2.1
1630,T7,CXI,US3,31.8,0,T,7,1,3,1.5
1632,I5,S&O,US1,28.7,0,I,5,1,3,4.0
1637,T7,Engineering,US2,33.2,0,T,7,1,4,3.0
1646,I4,Engineering,US1,34.1,0,I,4,1,3,1.0
1648,I4,G&A,US3,28.5,0,I,4,1,3,4.0
1649,T8,CXI,US1,33.9,0,T,8,1,3,1.5
1650,I5,CXI,US3,27.5,1,I,5,0,3,4.1
1654,I6,CXI,US3,34.6,0,I,6,0,4,2.1
1657,I6,Engineering,US1,31.8,0,I,6,1,5,1.3
1658,I4,Engineering,US1,31.8,0,I,4,1,5,2.1
1659,I7,Engineering,US2,27.6,0,I,7,1,5,2.0
1661,I5,S&O,US2,32.1,0,I,5,0,3,2.1
1665,T8,Engineering,US1,32.9,0,T,8,1,4,4.0
1666,I5,Engineering,US3,27.9,0,I,5,1,3,1.1
1669,I6,S&O,US2,30.0,0,I,6,1,3,1.6
1670,I7,Engineering,US1,28.2,0,I,7,0,3,1.5
1671,I5,S&O,US2,29.1,0,I,5,0,3,1.6
1672,T9,Sales,US1,31.0,0,T,9,1,4,2.0
1679,I7,S&O,US3,29.9,0,I,7,1,3,1.6
1681,T9,Engineering,US2,27.6,0,T,9,1,3,2.1
1682,T7,Engineering,US4,34.2,0,T,7,0,3,2.1
1685,T6,Product,US3,31.9,0,T,6,0,3,3.0
1691,I7,Engineering,US2,28.0,0,I,7,0,5,2.1
1692,T7,Engineering,US1,32.0,1,T,7,1,3,3.0
1695,I4,Engineering,US3,31.4,0,I,4,0,3,1.5
1696,T6,S&O,US2,31.2,0,T,6,0,3,2.1
1698,I5,G&A,US1,31.5,0,I,5,0,3,1.5
1699,T9,Product,US2,29.4,0,T,9,1,3,1.5
1701,I5,Engineering,US2,28.5,0,I,5,0,4,4.0
1705,T9,S&O,US3,34.4,0,T,9,0,4,1.5
1708,I5,G&A,US1,28.4,1,I,5,0,3,1.5
1709,I4,Engineering,US4,28.1,0,I,4,1,3,1.5
1711,T6,CXI,US2,29.8,0,T,6,0,3,4.0
1712,T6,Engineering,US3,33.4,0,T,6,1,3,1.5
1715,T8,Product,US2,30.0,0,T,8,1,4,2.0
1716,T6,Engineering,US1,28.7,0,T,6,1,3,2.0
1717,I6,CXI,US2,34.0,0,I,6,1,3,1.5
1718,I7,S&O,US1,32.4,0,I,7,1,3,3.0
1722,T7,CXI,US1,28.3,0,T,7,0,5,3.0
1725,I6,Engineering,US3,29.0,0,I,6,1,3,1.4
1727,I4,CXI,US1,34.6,0,I,4,0,3,1.1
1728,I6,Sales,US3,28.7,0,I,6,0,3,3.1
1729,I7,CXI,US1,28.9,0,I,7,0,3,1.5
1730,I4,Engineering,US1,34.7,0,I,4,1,3,1.5
1731,T8,Engineering,US2,31.6,0,T,8,1,4,2.0
1733,I6,Engineering,US1,33.8,0,I,6,0,3,1.5
1735,T6,Engineering,US2,27.5,0,T,6,1,3,1.5
1741,T6,Engineering,US2,33.3,0,T,6,0,3,1.2
1743,I4,G&A,US2,29.5,0,I,4,0,5,2.1
1744,I7,Product,US1,34.9,0,I,7,1,3,2.1
1745,I4,Sales,US2,28.8,0,I,4,1,3,1.5
1746,I5,Engineering,US1,32.9,0,I,5,1,4,2.1
1747,I6,Engineering,US1,32.4,0,I,6,1,3,2.1
1749,I4,Sales,US1,34.8,0,I,4,0,3,4.1
1750,I5,Engineering,US3,29.4,0,I,5,1,4,2.0
1751,I5,Product,US2,28.3,0,I,5,0,3,4.0
1753,T7,Product,US2,33.7,0,T,7,1,3,2.0
1757,I5,Engineering,US4,27.7,0,I,5,1,4,3.1
1764,I6,S&O,US3,28.3,0,I,6,0,4,2.1
1766,T6,Engineering,US3,29.5,0,T,6,1,4,2.1
1767,I4,CXI,US2,32.3,0,I,4,0,5,2.0
1768,T8,Engineering,US3,33.8,0,T,8,1,4,2.1
1771,I4,CXI,US3,33.9,0,I,4,0,3,2.0
1776,I7,Engineering,US1,28.4,0,I,7,1,3,2.1
1779,T6,S&O,US1,28.3,0,T,6,0,3,4.1
1780,I7,CXI,US1,29.5,0,I,7,0,4,2.1
1783,I7,S&O,US1,27.0,0,I,7,0,3,4.1
1784,T6,Sales,US3,29.0,0,T,6,0,3,1.4
1785,T9,Engineering,US1,33.4,0,T,9,1,4,4.0
1789,I5,G&A,US4,28.2,0,I,5,0,3,1.5
1790,I4,Engineering,US1,30.1,0,I,4,1,3,4.0
1791,T8,S&O,US1,31.6,0,T,8,1,4,1.1
1793,I4,S&O,US2,29.7,0,I,4,0,3,3.0
1799,T8,Engineering,US2,33.1,0,T,8,1,4,1.2
1800,I6,CXI,US1,34.8,0,I,6,1,3,1.5
1801,T6,CXI,US4,30.7,0,T,6,0,3,3.0
1803,T7,Engineering,US2,27.9,0,T,7,1,4,3.1
1804,I4,Product,US1,28.7,0,I,4,1,3,1.6
1805,I6,S&O,US3,33.9,1,I,6,1,4,3.1
1806,T8,Sales,US1,31.7,0,T,8,1,4,1.3
1808,I5,S&O,US3,31.8,0,I,5,1,3,2.0
1810,I7,Sales,US1,33.7,0,I,7,0,5,2.1
1811,I4,Product,US2,34.9,1,I,4,1,3,1.5
1815,I7,G&A,US1,27.6,0,I,7,1,3,1.6
1816,I7,Engineering,US1,28.3,0,I,7,1,3,2.1
1818,I4,Sales,US1,27.0,0,I,4,0,3,2.0
1826,I7,Engineering,US2,35.0,0,I,7,1,3,1.6
1827,I4,Engineering,US3,32.1,0,I,4,0,3,1.5
1832,I4,Engineering,US2,29.3,0,I,4,1,4,2.0
1836,I4,Sales,US1,29.1,0,I,4,1,4,2.0
1837,I5,CXI,US2,31.6,0,I,5,1,3,1.5
1838,I4,Sales,US1,29.7,0,I,4,1,3,2.1
1840,T7,Product,US1,28.3,0,T,7,0,3,1.6
1843,T7,G&A,US3,34.0,0,T,7,0,5,2.1
1845,T7,G&A,US1,27.2,0,T,7,0,3,1.4
1848,I4,Engineering,US4,32.8,0,I,4,1,3,1.5
1853,I5,Sales,US2,34.2,0,I,5,1,3,1.5
1854,T6,Product,US4,32.8,0,T,6,1,3,1.1
1856,I7,G&A,US2,33.2,0,I,7,0,5,3.0
1858,T6,Engineering,US2,34.9,0,T,6,1,4,2.0
1862,I5,Sales,US1,29.6,0,I,5,1,3,1.6
1863,I5,G&A,US2,28.1,0,I,5,0,4,4.0
1864,I5,Engineering,US1,33.2,0,I,5,1,4,2.1
1865,I4,S&O,US1,34.6,0,I,4,1,3,1.5
1867,I5,Product,US2,32.5,0,I,5,0,3,1.5
1872,T6,Engineering,US4,29.9,0,T,6,0,4,3.1
1874,T6,Engineering,US3,28.0,1,T,6,1,3,2.1
1875,I7,Sales,US3,29.9,0,I,7,0,3,2.1
1878,I4,Sales,US1,31.3,0,I,4,0,4,2.1
1880,I5,Sales,US3,28.6,1,I,5,0,3,2.1
1886,I6,Sales,US4,32.7,0,I,6,1,4,3.1
1888,I4,Product,US3,33.4,0,I,4,0,4,3.1
1889,I4,Engineering,US3,27.8,0,I,4,0,3,4.0
1890,I6,Sales,US3,31.8,0,I,6,1,3,3.0
1893,I4,CXI,US2,34.5,0,I,4,1,5,2.1
1894,I4,Engineering,US3,32.1,0,I,4,1,5,2.1
1897,T7,Product,US4,29.8,0,T,7,1,4,1.1
1899,T8,Engineering,US2,31.3,0,T,8,0,5,3.0
1901,I4,G&A,US3,34.9,0,I,4,0,3,1.6
1903,I7,Sales,US2,34.7,0,I,7,0,4,2.1
1906,I4,Engineering,US1,31.4,0,I,4,1,4,2.1
1907,I5,S&O,US1,28.3,1,I,5,0,3,1.5
1909,T8,Engineering,US2,33.4,0,T,8,1,5,1.3
1912,I7,CXI,US1,33.4,0,I,7,0,3,2.0
1914,I5,CXI,US2,33.2,0,I,5,0,3,1.0
1915,I4,Engineering,US2,28.2,0,I,4,1,3,1.5
1917,T8,Engineering,US1,33.2,0,T,8,1,3,2.1
1918,I6,G&A,US4,28.4,0,I,6,0,3,1.5
1919,I5,Sales,US2,29.1,1,I,5,0,3,2.1
1920,I7,Engineering,US1,30.6,0,I,7,1,4,2.0
1930,I6,G&A,US3,27.2,0,I,6,0,4,2.1
1934,T8,Engineering,US1,33.3,0,T,8,1,3,1.5
1937,I4,Engineering,US2,27.3,0,I,4,1,3,4.0
1943,T6,S&O,US3,30.3,1,T,6,1,4,2.1
1944,I6,Sales,US4,32.1,0,I,6,1,4,1.3
1945,T8,Engineering,US1,30.6,0,T,8,1,4,2.0
1946,T6,Engineering,US2,35.0,0,T,6,1,3,1.4
1949,I7,Sales,US1,28.1,0,I,7,0,3,1.5
1950,T6,G&A,US4,30.0,0,T,6,0,4,3.0
1953,T6,G&A,US3,28.6,0,T,6,0,3,2.0
1954,I5,Engineering,US1,30.2,0,I,5,1,3,1.5
1960,I4,CXI,US1,27.6,1,I,4,0,3,2.1
1964,I5,S&O,US3,30.0,0,I,5,0,3,2.0
1969,I6,S&O,US2,30.7,0,I,6,1,3,1.4
1970,I5,Engineering,US1,28.9,0,I,5,0,4,4.0
1974,I5,S&O,US1,28.3,0,I,5,0,3,1.6
1975,T6,Product,US1,27.7,0,T,6,1,4,1.4
1978,I4,Engineering,US4,33.7,0,I,4,1,4,1.2
1983,I5,G&A,US3,31.8,0,I,5,0,3,1.2
1984,I5,CXI,US2,33.8,0,I,5,0,3,1.3
1986,T7,Sales,US2,30.5,0,T,7,1,4,3.0
1988,I4,CXI,US4,29.2,1,I,4,0,4,3.1
1989,I6,G&A,US2,34.3,0,I,6,0,5,2.0
1990,T7,S&O,US2,27.9,0,T,7,1,4,1.4
1991,T8,CXI,US2,32.4,0,T,8,0,4,1.1
1994,I4,Engineering,US2,29.1,0,I,4,1,3,1.5
1996,I5,Engineering,US1,27.4,1,I,5,1,4,2.0
1997,T7,CXI,US3,33.2,0,T,7,1,3,1.1
1999,T9,Sales,US1,28.6,0,T,9,0,4,2.1
