employee_id,hire_date,hired_days,job_cat,job_rank,job_function,region,age,is_men,perf_rank,is_promo,is_data_valid
971,2022-03-02,1010,T,8,G&A,US1,33.57930983,0,3,0,OK: all data
972,2020-09-22,1536,T,6,Engineering,US2,27.28610278,0,4,1,OK: all data
973,2022-09-04,824,I,4,Engineering,US3,31.24084315,1,2,0,OK: all data
974,2023-02-05,670,I,7,CXI,US3,34.24806122,0,3,0,OK: all data
975,2022-03-02,1010,I,5,Sales,US4,28.87134583,0,2,0,OK: all data
976,2021-09-15,1178,I,5,Engineering,US2,32.51751328,0,2,0,OK: all data
977,2021-09-26,1167,I,6,Engineering,US3,30.80695181,1,4,0,OK: all data
978,2023-03-09,638,T,6,Engineering,US4,34.08677165,1,4,0,OK: all data
979,2022-03-20,992,I,4,S&O,US1,29.80968671,0,3,0,OK: all data
980,2020-09-22,1536,I,5,S&O,US2,34.94606944,0,2,0,OK: all data
981,2021-09-22,1171,I,4,S&O,US3,33.98892425,1,2,0,OK: all data
982,2020-09-29,1529,I,5,G&A,US1,33.60527232,0,4,0,OK: all data
983,2019-09-15,1909,I,4,Engineering,US3,33.92000151,1,3,0,OK: all data
984,2022-04-29,952,I,4,Engineering,US1,33.96207828,0,1,0,OK: all data
985,2021-09-08,1185,I,6,S&O,US4,31.59295136,0,5,1,OK: all data
986,2023-02-01,674,T,7,Engineering,US2,30.45086239,1,4,0,OK: all data
987,2020-09-11,1547,I,6,S&O,US2,34.63070548,1,4,0,OK: all data
988,2021-09-08,1185,I,4,Product,US1,33.04794675,1,2,0,OK: all data
989,2019-08-28,1927,T,8,Engineering,US1,28.59546,1,3,1,OK: all data
990,2022-07-19,871,I,4,G&A,US1,30.67582135,0,3,0,OK: all data
991,2022-08-13,846,T,6,CXI,US4,33.4190043,0,4,0,OK: all data
992,2022-03-02,1010,I,4,Sales,US3,32.09545685,0,3,0,OK: all data
993,2021-09-15,1178,T,6,Engineering,US3,28.2840826,1,4,0,OK: all data
994,2022-03-17,995,I,5,Sales,US1,30.03460759,0,3,0,OK: all data
995,2022-03-17,995,I,4,G&A,US1,31.02667422,0,2,0,OK: all data
996,2022-06-27,893,I,7,Product,US1,27.56664503,1,3,0,OK: all data
997,2023-02-01,674,T,8,S&O,US1,29.40563195,1,2,0,OK: all data
998,2019-09-15,1909,T,8,Sales,US4,29.72181769,0,2,0,OK: all data
999,2022-03-13,999,T,8,Sales,US2,30.58415919,0,3,0,OK: all data
1000,2021-09-08,1185,I,5,CXI,US1,30.41003944,0,2,0,OK: all data
1001,2022-03-02,1010,I,4,Sales,US3,29.63157153,0,1,0,OK: all data
1002,2022-03-27,985,I,5,Engineering,US1,28.69218038,1,2,0,OK: all data
1003,2022-03-20,992,I,5,Engineering,US1,29.04586731,1,3,0,OK: all data
1004,2021-08-28,1196,I,5,CXI,US4,31.41256929,0,3,0,OK: all data
1005,2022-07-19,871,I,4,CXI,US1,28.19063411,0,3,0,OK: all data
1006,2022-09-08,820,I,6,G&A,US2,28.69121291,1,2,0,OK: all data
1007,2019-09-12,1912,T,9,Engineering,US1,27.9067558,1,3,0,OK: all data
1008,2021-09-22,1171,T,7,Product,US1,29.47684972,0,2,0,OK: all data
1009,2022-02-26,1014,I,7,Sales,US3,33.69194127,0,3,0,OK: all data
1010,2022-03-13,999,I,5,Engineering,US3,32.61790464,1,3,0,OK: all data
1011,2022-09-30,798,I,4,Sales,US3,33.5856745,1,2,0,OK: all data
1012,2022-03-09,1003,I,4,Sales,US2,32.74968781,1,2,0,OK: all data
1013,2021-09-26,1167,I,6,S&O,US1,31.20190367,1,3,0,OK: all data
1014,2022-03-09,1003,T,6,Engineering,US3,29.93196858,1,2,0,OK: all data
1015,2022-03-09,1003,I,4,CXI,US1,28.18095562,0,3,0,OK: all data
1016,2021-09-26,1167,I,4,S&O,US1,30.69189225,0,2,0,OK: all data
1017,2022-03-09,1003,I,5,Engineering,US3,32.13084543,1,2,0,OK: all data
1018,2021-09-19,1174,I,4,Product,US1,34.47271773,0,2,0,OK: all data
1019,2022-11-13,754,I,7,Engineering,US1,34.86377761,1,2,0,OK: all data
1020,2022-05-21,930,I,6,CXI,US1,33.07585801,0,3,0,OK: all data
1021,2022-03-02,1010,T,6,Engineering,US1,29.85296353,1,4,0,OK: all data
1022,2022-03-17,995,I,4,Engineering,US2,31.66411861,1,2,0,OK: all data
1023,2023-03-20,627,T,7,Sales,US1,33.35542823,0,4,0,OK: all data
1024,2019-09-15,1909,I,4,Sales,US3,29.89389016,1,3,0,OK: all data
1025,2022-11-13,754,T,6,Engineering,US2,28.70350752,1,3,0,OK: all data
1026,2022-12-15,722,I,6,Sales,US2,29.90235384,1,2,0,OK: all data
1027,2021-08-31,1193,T,6,G&A,US3,33.69866322,0,3,0,OK: all data
1028,2022-03-20,992,I,7,S&O,US3,30.19799197,0,2,0,OK: all data
1029,2022-03-24,988,I,6,Engineering,US1,29.45509667,1,2,0,OK: all data
1030,2023-02-01,674,I,6,Product,US1,34.32413154,1,2,0,OK: all data
1031,2021-09-08,1185,T,7,Product,US2,32.1959788,1,2,0,OK: all data
1032,2022-12-01,736,T,7,Engineering,US1,32.4893938,0,2,0,OK: all data
1033,2022-03-09,1003,T,7,Engineering,US4,27.55085922,1,2,0,OK: all data
1034,2022-02-26,1014,T,7,Engineering,US3,33.18650981,1,3,1,OK: all data
1035,2022-10-07,791,I,5,G&A,US3,33.9187718,1,2,0,OK: all data
1036,2022-07-19,871,I,4,Product,US2,33.98460833,1,2,0,OK: all data
1037,2022-03-27,985,T,9,S&O,US2,29.20199188,1,2,0,OK: all data
1038,2021-09-04,1189,I,4,Sales,US1,30.17949894,1,4,0,OK: all data
1039,2022-03-27,985,T,8,Sales,US3,31.76422865,1,3,0,OK: all data
1040,2022-03-09,1003,I,5,Engineering,US2,34.17635097,1,4,0,OK: all data
1041,2022-03-20,992,T,8,G&A,US2,30.76303524,1,2,0,OK: all data
1042,2022-03-09,1003,I,4,CXI,US3,33.05795486,0,3,0,OK: all data
1043,2022-12-15,722,I,4,Sales,US3,34.91288858,1,3,0,OK: all data
1044,2022-03-31,981,T,6,Sales,US3,27.04585502,1,2,0,OK: all data
1045,2022-03-24,988,I,7,Sales,US2,34.81927655,1,2,0,OK: all data
1046,2021-09-30,1163,I,6,Sales,US1,33.53014957,0,3,0,OK: all data
1047,2020-08-31,1558,T,8,Engineering,US2,32.4870042,1,5,0,OK: all data
1048,2022-02-26,1014,I,7,Sales,US1,29.2706084,0,3,0,OK: all data
1049,2022-03-20,992,T,6,Engineering,US3,33.23231514,1,3,0,OK: all data
1050,2021-09-08,1185,T,7,S&O,US1,29.26513398,0,3,0,OK: all data
1051,2019-09-12,1912,I,5,Sales,US1,31.05422289,0,2,0,OK: all data
1052,2022-03-31,981,T,7,CXI,US2,27.39777755,0,2,0,OK: all data
1053,2021-09-08,1185,T,7,Product,US3,33.90274859,1,5,0,OK: all data
1054,2021-09-08,1185,I,7,Sales,US1,34.38956252,0,2,0,OK: all data
1055,2022-03-31,981,I,4,Engineering,US1,32.97075864,0,2,0,OK: all data
1056,2022-03-24,988,I,6,Sales,US4,27.00826246,1,3,1,OK: all data
1057,2019-09-01,1923,I,6,CXI,US1,30.52903638,0,4,0,OK: all data
1058,2022-08-06,853,I,6,Engineering,US2,32.49285326,0,4,0,OK: all data
1059,2022-03-24,988,T,6,Sales,US4,31.01783629,0,2,0,OK: all data
1060,2022-07-08,882,T,7,G&A,US2,33.66938689,0,3,0,OK: all data
1061,2021-09-26,1167,T,8,Product,US4,29.40942015,1,4,1,OK: all data
1062,2022-03-09,1003,I,4,Sales,US3,33.30397941,0,2,0,OK: all data
1063,2021-08-28,1196,I,4,S&O,US4,34.73214125,1,1,0,OK: all data
1064,2020-09-04,1554,I,7,Engineering,US2,27.27238002,1,4,0,OK: all data
1065,2022-03-24,988,I,5,Engineering,US1,28.89105809,1,3,0,OK: all data
1066,2020-09-04,1554,T,7,Sales,US2,34.21842969,0,4,0,OK: all data
1067,2022-03-20,992,T,8,Product,US1,29.95674205,0,2,0,OK: all data
1068,2022-10-14,784,T,9,Sales,US2,30.64060526,1,2,0,OK: all data
1069,2023-02-08,667,I,5,Sales,US1,28.40705519,0,3,0,OK: all data
1070,2023-02-19,656,I,5,CXI,US1,33.05422514,0,2,0,OK: all data
1071,2020-09-29,1529,I,4,CXI,US1,30.35179284,0,2,0,OK: all data
1072,2022-03-17,995,T,8,G&A,US1,32.83646113,0,2,0,OK: all data
1073,2022-04-29,952,I,4,S&O,US1,34.65601107,1,2,0,OK: all data
1074,2021-09-15,1178,T,8,Engineering,US2,28.71175435,1,4,0,OK: all data
1075,2022-02-23,1017,I,5,Engineering,US2,27.3453492,1,3,0,OK: all data
1076,2022-03-17,995,I,5,Sales,US2,32.55493273,0,1,0,OK: all data
1077,2021-09-04,1189,I,4,Sales,US4,32.56295234,1,3,0,OK: all data
1078,2021-09-04,1189,T,8,G&A,US3,31.2925315,1,2,0,OK: all data
1079,2021-08-31,1193,I,4,G&A,US1,34.60795754,0,3,0,OK: all data
1080,2021-09-22,1171,T,8,Product,US3,28.24269914,0,2,0,OK: all data
1081,2023-01-10,696,I,6,Product,US1,27.24286222,1,3,0,OK: all data
1082,2022-12-15,722,T,6,CXI,US1,32.37105107,0,2,0,OK: all data
1083,2023-02-23,652,I,5,S&O,US2,27.31561019,1,2,0,OK: all data
1084,2021-08-31,1193,I,5,G&A,US4,31.76020443,1,4,0,OK: all data
1085,2022-02-26,1014,I,5,Engineering,US1,32.68838264,0,3,0,OK: all data
1086,2021-08-31,1193,T,8,Sales,US2,31.0295868,0,3,0,OK: all data
1087,2021-09-08,1185,I,7,Engineering,US2,33.19559462,1,4,0,OK: all data
1088,2022-03-13,999,T,6,G&A,US3,30.12560948,0,3,0,OK: all data
1089,2019-09-15,1909,I,6,Engineering,US1,31.79152532,1,4,0,OK: all data
1090,2020-09-29,1529,I,5,Sales,US3,29.73489797,1,2,0,OK: all data
1091,2022-03-02,1010,I,4,G&A,US3,27.44930127,0,2,0,OK: all data
1092,2021-08-24,1200,I,7,G&A,US1,27.89319674,0,4,0,OK: all data
1093,2022-03-20,992,T,9,G&A,US1,28.77137333,0,3,0,OK: all data
1094,2019-09-01,1923,I,4,G&A,US1,30.65521824,0,2,0,OK: all data
1095,2021-08-24,1200,T,8,Engineering,US2,30.49472757,1,4,0,OK: all data
1096,2021-08-31,1193,I,6,Engineering,US1,27.33565333,1,4,1,OK: all data
1097,2019-09-19,1905,I,5,Sales,US2,34.79338996,1,2,0,OK: all data
1098,2023-03-06,641,T,6,S&O,US2,29.57145161,1,2,0,OK: all data
1099,2022-03-24,988,I,4,S&O,US2,31.11996431,1,3,0,OK: all data
1100,2022-03-02,1010,I,6,Engineering,US1,30.4470299,1,2,0,OK: all data
1101,2021-09-30,1163,I,5,CXI,US1,28.88741917,0,1,0,OK: all data
1102,2021-09-08,1185,I,6,CXI,US1,29.4945519,0,3,0,OK: all data
1103,2019-09-04,1920,I,6,CXI,US2,31.41712324,0,2,0,OK: all data
1104,2021-09-19,1174,I,4,Engineering,US3,34.39014466,1,2,0,OK: all data
1105,2021-08-28,1196,T,8,G&A,US2,32.03443571,0,4,1,OK: all data
1106,2022-03-02,1010,I,6,Engineering,US3,33.52995383,1,3,1,OK: all data
1107,2022-03-13,999,T,6,Engineering,US4,31.30086341,1,2,0,OK: all data
1108,2022-03-20,992,I,5,S&O,US2,33.65888124,0,2,0,OK: all data
1109,2022-03-24,988,T,9,Sales,US3,30.14025642,1,3,0,OK: all data
1110,2022-03-27,985,T,7,Sales,US2,33.75872367,1,3,0,OK: all data
1111,2020-09-07,1551,I,5,Engineering,US2,31.7692691,0,3,0,OK: all data
1112,2022-12-04,733,T,6,Engineering,US2,32.41924116,1,4,0,OK: all data
1113,2021-09-08,1185,T,6,Engineering,US3,30.65446238,1,3,0,OK: all data
1114,2022-07-15,875,I,7,Engineering,US3,34.92764891,1,2,0,OK: all data
1115,2022-03-13,999,I,4,CXI,US1,34.04010843,0,4,0,OK: all data
1116,2020-09-04,1554,T,8,Engineering,US1,34.88876412,1,2,0,OK: all data
1117,2021-09-11,1182,I,4,Sales,US1,29.93007368,1,2,0,OK: all data
1118,2022-09-30,798,I,4,Engineering,US1,31.54529332,1,2,0,OK: all data
1119,2022-12-15,722,I,4,CXI,US1,31.49936918,0,2,0,OK: all data
1120,2020-09-26,1532,I,5,CXI,US1,32.9608486,1,2,0,OK: all data
1121,2021-09-11,1182,T,6,Product,US3,27.42666486,0,2,0,OK: all data
1122,2022-03-27,985,T,6,G&A,US3,28.53952189,0,2,0,OK: all data
1123,2021-08-24,1200,I,4,CXI,US1,30.11593076,0,2,0,OK: all data
1124,2019-08-28,1927,T,6,Product,US4,27.61335554,1,5,0,OK: all data
1125,2021-08-24,1200,I,4,Sales,US3,33.6270415,1,1,0,OK: all data
1126,2023-03-31,616,I,6,S&O,US1,27.25092685,0,4,0,OK: all data
1127,2022-11-09,758,T,6,Engineering,US4,32.824081,1,2,0,OK: all data
1128,2022-09-04,824,I,6,CXI,US1,34.6485393,1,2,0,OK: all data
1129,2022-10-29,769,T,6,Product,US2,32.09144774,1,3,0,OK: all data
1130,2023-02-19,656,I,6,Engineering,US2,31.19415857,1,2,0,OK: all data
1131,2022-07-19,871,T,7,S&O,US1,30.11317763,0,2,0,OK: all data
1132,2022-08-06,853,I,5,CXI,US1,30.11107687,0,4,0,OK: all data
1133,2019-09-04,1920,T,9,Engineering,US1,28.51301276,1,2,0,OK: all data
1134,2021-08-28,1196,T,7,Engineering,US1,32.85033233,1,4,0,OK: all data
1135,2021-09-19,1174,I,6,CXI,US1,27.84806425,0,1,0,OK: all data
1136,2022-02-26,1014,I,4,CXI,US2,33.13934452,0,3,0,OK: all data
1137,2021-09-04,1189,I,7,CXI,US4,34.29754768,0,2,0,OK: all data
1138,2022-05-25,926,T,6,Engineering,US1,29.31206167,1,2,0,OK: all data
1139,2021-09-15,1178,I,5,Engineering,US1,33.77535837,1,4,0,OK: all data
1140,2021-08-31,1193,I,4,CXI,US1,32.28412997,0,4,0,OK: all data
1141,2021-09-11,1182,I,5,Engineering,US1,29.03476097,1,2,0,OK: all data
1142,2020-09-22,1536,T,7,CXI,US1,30.35475848,0,3,0,OK: all data
1143,2022-03-02,1010,I,7,Engineering,US4,29.90029166,1,2,0,OK: all data
1144,2019-09-01,1923,I,6,CXI,US2,32.88619728,0,1,0,OK: all data
1145,2021-09-19,1174,I,4,G&A,US2,29.15686305,0,2,0,OK: all data
1146,2023-01-28,678,T,8,Engineering,US3,28.08367542,0,3,0,OK: all data
1147,2022-10-29,769,I,6,CXI,US1,28.21042712,1,4,0,OK: all data
1148,2022-03-24,988,I,5,S&O,US2,30.37608405,0,1,0,OK: all data
1149,2019-09-15,1909,T,6,G&A,US4,27.27017315,0,2,0,OK: all data
1150,2021-09-15,1178,I,5,CXI,US1,29.69904765,0,2,0,OK: all data
1151,2022-03-24,988,I,5,G&A,US2,27.36870965,0,2,0,OK: all data
1152,2020-08-27,1562,I,4,Sales,US3,33.05627724,1,5,0,OK: all data
1153,2022-02-26,1014,I,5,Sales,US1,31.71396126,1,3,0,OK: all data
1154,2021-09-11,1182,I,7,CXI,US4,31.23016896,0,2,0,OK: all data
1155,2022-06-12,908,T,7,Engineering,US2,29.7355322,1,4,0,OK: all data
1156,2022-03-06,1006,I,7,S&O,US1,30.7721152,0,2,0,OK: all data
1157,2020-09-18,1540,I,4,CXI,US3,29.95320448,0,4,0,OK: all data
1158,2021-09-08,1185,T,8,Engineering,US2,29.32511489,1,3,0,OK: all data
1159,2022-03-20,992,T,6,Product,US1,27.10057235,1,2,0,OK: all data
1160,2019-09-23,1901,T,7,Engineering,US4,34.01639859,1,2,0,OK: all data
1161,2021-09-11,1182,T,6,Engineering,US1,29.38695528,1,3,0,OK: all data
1162,2021-08-28,1196,I,7,Engineering,US2,30.11283089,1,4,0,OK: all data
1163,2021-09-04,1189,T,7,Engineering,US1,31.87871024,0,1,0,OK: all data
1164,2021-09-30,1163,I,7,Product,US2,28.42854492,1,5,0,OK: all data
1165,2022-11-27,740,I,5,CXI,US1,31.97251416,1,3,0,OK: all data
1166,2021-08-28,1196,I,7,G&A,US1,34.38390965,0,4,0,OK: all data
1167,2022-10-03,795,T,6,Engineering,US3,33.75197366,1,4,0,OK: all data
1168,2022-03-06,1006,I,5,CXI,US3,27.90297746,0,1,0,OK: all data
1169,2020-09-15,1543,I,6,Sales,US4,28.22169485,0,2,0,OK: all data
1170,2020-09-29,1529,I,5,Engineering,US3,31.91431373,1,4,0,OK: all data
1171,2022-03-31,981,I,6,G&A,US1,34.38562512,0,2,0,OK: all data
1172,2022-03-02,1010,I,6,S&O,US3,32.93958411,0,3,1,OK: all data
1173,2021-09-11,1182,I,5,Engineering,US1,34.45512904,0,2,0,OK: all data
1174,2021-09-04,1189,I,4,CXI,US1,31.40430824,1,4,0,OK: all data
1175,2021-09-11,1182,T,6,Engineering,US2,29.40054362,1,5,0,OK: all data
1176,2022-03-24,988,T,6,S&O,US4,34.97709478,0,3,1,OK: all data
1177,2022-07-15,875,T,8,S&O,US4,28.34119365,0,2,0,OK: all data
1178,2021-08-31,1193,T,9,Product,US1,30.16742873,1,2,0,OK: all data
1179,2022-03-06,1006,I,5,S&O,US1,29.45169147,0,2,0,OK: all data
1180,2021-09-11,1182,I,4,Engineering,US3,34.96002387,0,1,0,OK: all data
1181,2022-03-02,1010,T,8,S&O,US3,33.35671758,1,3,0,OK: all data
1182,2021-08-24,1200,I,6,G&A,US3,33.0722517,0,4,1,OK: all data
1183,2022-05-29,922,I,7,Engineering,US3,31.86160218,1,4,0,OK: all data
1184,2021-09-15,1178,T,6,S&O,US2,27.07132862,1,3,0,OK: all data
1185,2022-03-13,999,I,4,Sales,US1,31.59846161,1,2,0,OK: all data
1186,2021-09-15,1178,I,6,Product,US2,29.45907232,1,2,0,OK: all data
1187,2023-01-14,692,I,5,G&A,US2,32.78282424,0,5,0,OK: all data
1188,2021-08-28,1196,I,6,Sales,US1,30.87364534,0,3,0,OK: all data
1189,2021-09-11,1182,I,5,S&O,US1,27.57939573,1,2,0,OK: all data
1190,2022-12-01,736,I,4,Engineering,US1,30.19246447,1,2,0,OK: all data
1191,2022-03-24,988,I,4,Sales,US2,29.95176626,1,3,0,OK: all data
1192,2020-09-22,1536,T,8,CXI,US4,34.47982153,1,3,0,OK: all data
1193,2021-09-22,1171,I,4,Sales,US4,29.5667541,1,2,0,OK: all data
1194,2021-08-28,1196,T,6,Engineering,US3,33.24522743,1,3,0,OK: all data
1195,2023-01-17,689,I,4,CXI,US2,32.04317021,0,2,0,OK: all data
1196,2019-09-12,1912,I,4,G&A,US1,34.96905073,1,2,0,OK: all data
1197,2020-08-27,1562,I,5,Sales,US2,32.90447694,0,4,0,OK: all data
1198,2022-03-27,985,I,5,Engineering,US1,33.34466863,1,3,0,OK: all data
1199,2021-09-22,1171,T,6,S&O,US2,27.20366337,1,2,0,OK: all data
1200,2022-02-26,1014,T,6,Engineering,US1,29.75723266,1,2,0,OK: all data
1201,2021-09-22,1171,I,4,S&O,US1,28.47972494,1,3,0,OK: all data
1202,2019-09-01,1923,I,6,Engineering,US1,32.94629202,1,2,0,OK: all data
1203,2022-03-20,992,I,4,CXI,US2,28.50895991,0,2,0,OK: all data
1204,2023-03-28,619,I,6,CXI,US4,27.5722578,0,2,0,OK: all data
1205,2022-09-15,813,T,7,Product,US1,28.91502733,0,3,0,OK: all data
1206,2022-03-24,988,I,4,G&A,US1,27.53063534,0,3,0,OK: all data
1207,2022-03-09,1003,I,4,G&A,US2,30.25409302,0,3,0,OK: all data
1208,2022-03-02,1010,I,4,G&A,US2,34.95100837,0,3,1,OK: all data
1209,2021-09-22,1171,I,5,S&O,US1,27.91872088,0,4,0,OK: all data
1210,2022-03-24,988,I,7,CXI,US3,28.26261942,0,2,0,OK: all data
1211,2022-03-02,1010,I,5,Engineering,US2,28.88618528,1,5,0,OK: all data
1212,2022-11-09,758,T,6,Engineering,US1,29.20436411,0,2,0,OK: all data
1213,2021-08-28,1196,I,7,Sales,US2,33.62943694,1,3,1,OK: all data
1214,2022-09-19,809,T,7,Product,US1,31.52091895,1,2,0,OK: all data
1215,2022-03-27,985,I,4,Sales,US3,29.20063639,1,2,0,OK: all data
1216,2021-08-28,1196,T,6,Engineering,US1,27.22089704,1,2,0,OK: all data
1217,2019-09-01,1923,I,4,Engineering,US3,29.95743688,1,2,0,OK: all data
1218,2022-10-14,784,T,6,Engineering,US4,34.35736692,1,2,0,OK: all data
1219,2022-09-01,827,T,6,Sales,US1,29.18154995,1,2,0,OK: all data
1220,2019-08-28,1927,I,5,Product,US1,27.39753288,0,3,0,OK: all data
1221,2023-02-12,663,T,6,Product,US4,29.94636203,1,2,0,OK: all data
1222,2021-09-08,1185,T,6,CXI,US2,30.00098604,1,4,0,OK: all data
1223,2022-03-27,985,T,6,G&A,US1,28.47724317,0,2,0,OK: all data
1224,2022-10-18,780,I,7,S&O,US2,30.05689247,0,3,0,OK: all data
1225,2022-11-13,754,T,7,Product,US2,34.03082023,1,3,0,OK: all data
1226,2022-03-27,985,I,5,Engineering,US2,33.98495871,1,2,0,OK: all data
1227,2021-09-22,1171,I,5,CXI,US2,27.40962254,0,2,0,OK: all data
1228,2021-08-28,1196,T,8,Engineering,US2,31.66188037,0,4,0,OK: all data
1229,2022-12-01,736,I,5,Engineering,US1,33.81466051,0,3,0,OK: all data
1230,2020-09-04,1554,I,4,Engineering,US1,34.1659866,0,4,0,OK: all data
1231,2022-12-04,733,I,4,S&O,US4,32.43660315,1,4,0,OK: all data
1232,2022-03-09,1003,I,6,Engineering,US3,33.59147088,1,2,0,OK: all data
1233,2021-09-15,1178,I,7,Product,US2,31.01359086,0,4,0,OK: all data
1234,2021-09-19,1174,I,6,Sales,US3,28.52255329,1,3,0,OK: all data
1235,2022-03-02,1010,I,4,G&A,US2,31.25773951,0,2,0,OK: all data
1236,2022-12-04,733,I,5,CXI,US3,29.57622164,0,2,0,OK: all data
1237,2021-09-15,1178,I,4,Engineering,US4,29.93948499,1,3,0,OK: all data
1238,2023-03-06,641,I,4,Sales,US3,29.17521788,1,5,0,OK: all data
1239,2022-06-19,901,I,5,CXI,US1,33.45401827,0,3,0,OK: all data
1240,2021-09-26,1167,T,6,Engineering,US2,33.78201545,1,5,0,OK: all data
1241,2021-09-08,1185,T,6,Engineering,US2,33.96776439,0,3,1,OK: all data
1242,2022-03-06,1006,T,7,G&A,US1,29.51172633,1,3,0,OK: all data
1243,2020-09-22,1536,I,5,Engineering,US4,27.97658662,1,4,0,OK: all data
1244,2021-09-22,1171,I,5,Sales,US1,31.73579951,1,2,0,OK: all data
1245,2022-03-02,1010,I,7,Sales,US1,30.79866069,1,3,0,OK: all data
1246,2023-01-17,689,I,5,Engineering,US2,31.91089605,1,2,0,OK: all data
1247,2022-03-20,992,I,6,Engineering,US1,33.06789004,1,3,0,OK: all data
1248,2022-12-15,722,I,7,Engineering,US1,33.26829082,1,2,0,OK: all data
1249,2020-09-29,1529,I,5,S&O,US1,31.74319722,1,2,0,OK: all data
1250,2022-03-06,1006,T,8,Engineering,US3,30.8743977,1,4,1,OK: all data
1251,2022-10-03,795,T,6,CXI,US4,30.68549896,0,2,0,OK: all data
1252,2022-03-17,995,T,6,S&O,US1,34.56010165,1,2,0,OK: all data
1253,2021-09-30,1163,I,5,Engineering,US3,27.21307358,1,4,0,OK: all data
1254,2021-09-26,1167,I,6,Product,US4,29.96337729,1,2,0,OK: all data
1255,2021-09-19,1174,T,9,Engineering,US1,31.07019845,1,2,0,OK: all data
1256,2022-10-18,780,T,8,CXI,US2,27.1294183,0,4,0,OK: all data
1257,2022-12-01,736,I,7,S&O,US3,34.8214684,1,2,0,OK: all data
1258,2022-03-20,992,I,5,G&A,US2,30.57385109,0,3,0,OK: all data
1259,2021-09-04,1189,T,7,Engineering,US1,29.26210948,1,2,0,OK: all data
1260,2021-08-24,1200,T,7,Product,US1,31.79555791,1,4,0,OK: all data
1261,2022-03-02,1010,I,4,Product,US1,27.11456093,1,3,0,OK: all data
1262,2022-03-20,992,I,5,S&O,US4,30.12540685,1,2,0,OK: all data
1263,2020-09-18,1540,I,4,S&O,US2,32.67523183,1,5,0,OK: all data
1264,2022-03-13,999,I,6,Engineering,US1,34.89436812,1,3,0,OK: all data
1265,2020-08-27,1562,T,8,CXI,US1,28.64432814,1,4,0,OK: all data
1266,2022-03-31,981,I,6,Engineering,US1,31.89531382,0,2,0,OK: all data
1267,2022-03-06,1006,I,4,CXI,US2,27.06683974,1,2,0,OK: all data
1268,2022-04-22,959,T,6,CXI,US2,33.49659911,1,3,0,OK: all data
1269,2022-03-24,988,T,8,Sales,US1,33.70192434,1,1,0,OK: all data
1270,2021-09-19,1174,I,5,CXI,US1,27.17256367,0,3,0,OK: all data
1271,2022-05-10,941,I,7,CXI,US2,27.34847752,0,1,0,OK: all data
1272,2022-03-06,1006,I,4,G&A,US1,27.3042864,0,2,0,OK: all data
1273,2022-03-20,992,T,8,G&A,US2,30.97358077,1,2,0,OK: all data
1274,2021-09-19,1174,I,6,CXI,US3,32.87235473,0,5,0,OK: all data
1275,2023-01-25,681,T,7,S&O,US1,32.77746653,0,2,0,OK: all data
1276,2021-08-28,1196,I,4,Product,US1,28.14009808,1,5,0,OK: all data
1277,2021-09-11,1182,T,6,Product,US3,33.04010807,0,2,0,OK: all data
1278,2022-11-24,743,I,7,S&O,US3,31.82701641,0,2,0,OK: all data
1279,2021-09-11,1182,I,5,G&A,US1,27.43993175,0,2,0,OK: all data
1280,2021-08-31,1193,I,4,Sales,US1,32.91453171,1,4,0,OK: all data
1281,2022-03-17,995,I,6,Engineering,US1,33.69903206,1,3,0,OK: all data
1282,2022-03-02,1010,T,6,Sales,US1,28.17293572,1,3,0,OK: all data
1283,2021-09-15,1178,T,8,Engineering,US4,31.49507709,1,3,1,OK: all data
1284,2022-02-23,1017,I,4,Product,US1,32.22628774,1,2,0,OK: all data
1285,2019-08-24,1931,I,6,G&A,US2,33.18944223,0,2,0,OK: all data
1286,2022-05-18,933,T,7,G&A,US2,29.59338151,0,3,0,OK: all data
1287,2022-03-09,1003,T,6,Engineering,US2,33.23694279,0,2,0,OK: all data
1288,2020-08-27,1562,T,9,CXI,US2,34.63115009,0,3,0,OK: all data
1289,2021-08-31,1193,I,5,CXI,US2,30.04602054,0,4,0,OK: all data
1290,2020-09-29,1529,I,5,CXI,US1,28.13595632,0,2,0,OK: all data
1291,2022-12-23,714,T,7,Engineering,US2,32.82427511,1,4,0,OK: all data
1292,2022-03-02,1010,I,4,G&A,US4,31.14432404,0,2,0,OK: all data
1293,2022-12-23,714,T,8,Sales,US2,32.29181594,1,3,0,OK: all data
1294,2022-03-20,992,I,7,Engineering,US3,28.96109962,1,3,0,OK: all data
1295,2023-03-13,634,T,8,Sales,US1,27.15654553,0,4,0,OK: all data
1296,2022-03-20,992,T,6,Sales,US4,29.41067069,0,2,0,OK: all data
1297,2021-09-11,1182,T,6,Sales,US1,31.69361985,1,3,0,OK: all data
1298,2019-09-19,1905,I,6,CXI,US2,32.37607464,0,3,0,OK: all data
1299,2022-09-08,820,T,9,Engineering,US1,28.89412845,1,5,0,OK: all data
1300,2022-06-19,901,I,6,G&A,US4,29.01877855,1,1,0,OK: all data
1301,2022-08-10,849,T,8,Sales,US3,34.92148821,0,2,0,OK: all data
1302,2022-03-09,1003,I,4,Sales,US1,28.55373907,1,2,0,OK: all data
1303,2021-09-22,1171,T,7,Sales,US2,33.66140434,1,2,0,OK: all data
1304,2021-09-30,1163,I,4,G&A,US2,33.27214844,0,2,0,OK: all data
